time,value
2025-07-03T01:35:31.821487658Z,77.2699966430664
2025-07-03T01:35:46.846327618Z,77.29000091552734
2025-07-03T01:36:01.872482447Z,77.29000091552734
2025-07-03T01:36:16.900110693Z,77.27999877929688
2025-07-03T01:36:31.924165145Z,77.30000305175781
2025-07-03T01:36:46.952463513Z,77.30999755859375
2025-07-03T01:37:01.976294528Z,77.33000183105469
2025-07-03T01:37:16.998242874Z,77.33999633789062
2025-07-03T01:37:32.024439417Z,77.33999633789062
2025-07-03T01:37:47.05186267Z,77.31999969482422
2025-07-03T01:38:02.07646998Z,77.33000183105469
2025-07-03T01:38:17.120855931Z,77.3499984741211
2025-07-03T01:38:32.132347742Z,77.36000061035156
2025-07-03T01:38:47.150002885Z,77.37000274658203
2025-07-03T01:39:02.181278676Z,77.37000274658203
2025-07-03T01:39:17.182239952Z,77.37000274658203
2025-07-03T01:39:32.196192958Z,77.37000274658203
2025-07-03T01:39:47.225747172Z,77.37000274658203
2025-07-03T01:40:02.233960961Z,77.37000274658203
2025-07-03T01:40:17.252097428Z,77.37000274658203
2025-07-03T01:40:32.259810912Z,77.37000274658203
2025-07-03T01:40:47.279974827Z,60.72999954223633
2025-07-03T01:41:02.302402707Z,77.11000061035156
2025-07-03T01:41:17.327898406Z,77.05000305175781
2025-07-03T01:43:18.23110434Z,77.13999938964844
2025-07-03T01:43:33.263106243Z,77.16999816894531
2025-07-03T01:43:48.285028249Z,77.20999908447266
2025-07-03T01:44:03.313059787Z,77.19999694824219
2025-07-03T01:44:18.335185296Z,77.20999908447266
2025-07-03T01:44:33.363314376Z,77.19000244140625
2025-07-03T01:44:48.381844485Z,77.20999908447266
2025-07-03T01:45:03.41357039Z,77.22000122070312
2025-07-03T01:45:18.430688196Z,77.23999786376953
2025-07-03T01:45:33.459118374Z,77.23999786376953
2025-07-03T01:45:48.487191597Z,77.2300033569336
2025-07-03T01:46:03.516923922Z,77.23999786376953
2025-07-03T01:46:18.540961562Z,77.25
2025-07-03T01:46:33.561303155Z,77.26000213623047
2025-07-03T01:46:48.589432496Z,77.23999786376953
2025-07-03T01:47:03.620774169Z,77.26000213623047
2025-07-03T01:47:18.639086864Z,77.27999877929688
2025-07-03T01:47:33.665199119Z,77.30000305175781
2025-07-03T01:47:48.685044518Z,77.27999877929688
2025-07-03T01:48:03.710730913Z,77.29000091552734
2025-07-03T01:48:18.733979387Z,77.30000305175781
2025-07-03T01:48:33.760736756Z,77.30999755859375
2025-07-03T01:48:48.78485185Z,77.31999969482422
2025-07-03T01:49:03.808936682Z,77.33999633789062
2025-07-03T01:49:18.835044209Z,77.38999938964844
2025-07-03T01:49:33.867040835Z,77.4000015258789
2025-07-03T01:49:48.885401834Z,77.41000366210938
2025-07-03T01:50:03.912933393Z,77.41000366210938
2025-07-03T01:50:18.94133311Z,77.4000015258789
2025-07-03T01:50:33.964949061Z,77.41000366210938
2025-07-03T01:50:48.993105345Z,77.4000015258789
2025-07-03T01:51:04.022831719Z,77.4000015258789
2025-07-03T01:51:19.042576866Z,77.41999816894531
2025-07-03T01:51:34.068634872Z,77.41000366210938
2025-07-03T01:51:49.096359903Z,77.41999816894531
2025-07-03T01:52:04.116762254Z,77.41999816894531
2025-07-03T01:52:19.148868795Z,77.44999694824219
2025-07-03T01:52:34.175769779Z,77.44000244140625
2025-07-03T01:52:49.200181288Z,77.45999908447266
2025-07-03T01:53:04.222819836Z,77.45999908447266
2025-07-03T01:53:19.252583779Z,77.48999786376953
2025-07-03T01:53:34.27645404Z,77.48999786376953
2025-07-03T01:53:49.301080048Z,77.48999786376953
2025-07-03T01:54:04.324607162Z,77.51000213623047
2025-07-03T01:54:19.356402361Z,77.52999877929688
2025-07-03T01:54:34.376781562Z,77.55000305175781
2025-07-03T01:54:49.409631646Z,77.55999755859375
2025-07-03T01:55:04.422260464Z,77.56999969482422
2025-07-03T01:55:19.450237643Z,77.58999633789062
2025-07-03T01:55:34.478648895Z,77.61000061035156
2025-07-03T01:55:49.500195254Z,77.61000061035156
2025-07-03T01:56:04.52959173Z,77.63999938964844
2025-07-03T01:56:19.554913843Z,77.63999938964844
2025-07-03T01:56:34.582848292Z,77.62999725341797
2025-07-03T01:56:49.607337602Z,77.6500015258789
2025-07-03T01:57:04.632485197Z,77.68000030517578
2025-07-03T01:57:19.656513288Z,77.69999694824219
2025-07-03T01:57:34.682428188Z,77.69000244140625
2025-07-03T01:57:49.708277393Z,77.69999694824219
2025-07-03T01:58:04.736187688Z,77.69999694824219
2025-07-03T01:58:19.756266373Z,77.70999908447266
2025-07-03T01:58:34.798408764Z,77.7300033569336
2025-07-03T01:58:49.810235863Z,77.73999786376953
2025-07-03T01:59:04.838334891Z,77.75
2025-07-03T01:59:19.860422737Z,77.75
2025-07-03T01:59:34.889032608Z,77.77999877929688
2025-07-03T01:59:49.915397662Z,77.77999877929688
2025-07-03T02:00:04.932347528Z,77.80000305175781
2025-07-03T02:00:19.962052637Z,77.79000091552734
2025-07-03T02:00:34.986033058Z,77.81999969482422
2025-07-03T02:00:50.008028926Z,77.80999755859375
2025-07-03T02:01:05.036994388Z,77.83000183105469
2025-07-03T02:01:20.05820785Z,77.83999633789062
2025-07-03T02:01:35.086096631Z,77.86000061035156
2025-07-03T02:01:50.112177342Z,77.87000274658203
2025-07-03T02:02:05.132178646Z,77.87000274658203
2025-07-03T02:02:20.158297665Z,77.88999938964844
2025-07-03T02:02:35.182120373Z,77.91000366210938
2025-07-03T02:02:50.210238723Z,77.9000015258789
2025-07-03T02:03:05.234453435Z,77.91999816894531
2025-07-03T02:03:20.262356197Z,77.94000244140625
