time,value
2025-07-03T01:35:26.81687119Z,11
2025-07-03T01:35:41.840375722Z,11
2025-07-03T01:35:56.864092587Z,11
2025-07-03T01:36:11.890340393Z,11
2025-07-03T01:36:26.922168426Z,11
2025-07-03T01:36:41.954502021Z,11
2025-07-03T01:36:56.994114192Z,11
2025-07-03T01:37:11.994746732Z,11
2025-07-03T01:37:27.018272477Z,11
2025-07-03T01:37:42.0401382Z,11
2025-07-03T01:37:57.062524642Z,11
2025-07-03T01:38:12.096815738Z,11
2025-07-03T01:38:27.115960882Z,11
2025-07-03T01:38:42.142257211Z,11
2025-07-03T01:38:57.161637213Z,11
2025-07-03T01:39:12.17983851Z,11
2025-07-03T01:39:27.205410375Z,11
2025-07-03T01:39:42.216148216Z,11
2025-07-03T01:39:57.224117503Z,11
2025-07-03T01:40:12.264337857Z,11
2025-07-03T01:40:27.260007025Z,11
2025-07-03T01:40:42.26997058Z,11
2025-07-03T01:40:57.332104691Z,11
2025-07-03T01:41:12.317936642Z,11
2025-07-03T01:43:13.221088129Z,11
2025-07-03T01:43:28.249444034Z,11
2025-07-03T01:43:43.270941219Z,11
2025-07-03T01:43:58.307767027Z,11
2025-07-03T01:44:13.325221492Z,11
2025-07-03T01:44:28.351267379Z,11
2025-07-03T01:44:43.373123655Z,11
2025-07-03T01:44:58.402293156Z,11
2025-07-03T01:45:13.423003367Z,11
2025-07-03T01:45:28.449667887Z,11
2025-07-03T01:45:43.474710592Z,11
2025-07-03T01:45:58.504992759Z,11
2025-07-03T01:46:13.525233009Z,11
2025-07-03T01:46:28.551202266Z,11
2025-07-03T01:46:43.579218489Z,11
2025-07-03T01:46:58.606996984Z,11
2025-07-03T01:47:13.629471975Z,11
2025-07-03T01:47:28.654939065Z,11
2025-07-03T01:47:43.675139421Z,11
2025-07-03T01:47:58.703048884Z,11
2025-07-03T01:48:13.723195272Z,11
2025-07-03T01:48:28.753189496Z,11
2025-07-03T01:48:43.777623732Z,11
2025-07-03T01:48:58.802874765Z,11
2025-07-03T01:49:13.825023786Z,11
2025-07-03T01:49:28.85287117Z,11
2025-07-03T01:49:43.876985825Z,11
2025-07-03T01:49:58.913493349Z,11
2025-07-03T01:50:13.92913453Z,11
2025-07-03T01:50:28.957149314Z,11
2025-07-03T01:50:43.98093026Z,11
2025-07-03T01:50:59.012487505Z,11
2025-07-03T01:51:14.036550886Z,11
2025-07-03T01:51:29.064663622Z,11
2025-07-03T01:51:44.088366723Z,11
2025-07-03T01:51:59.112368645Z,11
2025-07-03T01:52:14.136430712Z,11
2025-07-03T01:52:29.16694361Z,11
2025-07-03T01:52:44.189779359Z,11
2025-07-03T01:52:59.21424009Z,11
2025-07-03T01:53:14.236904913Z,11
2025-07-03T01:53:29.270130223Z,11
2025-07-03T01:53:44.29477964Z,11
2025-07-03T01:53:59.319437492Z,11
2025-07-03T01:54:14.340362217Z,11
2025-07-03T01:54:29.363218612Z,11
2025-07-03T01:54:44.392674746Z,11
2025-07-03T01:54:59.423512645Z,11
2025-07-03T01:55:14.44050899Z,11
2025-07-03T01:55:29.468439342Z,11
2025-07-03T01:55:44.49855108Z,11
2025-07-03T01:55:59.518494878Z,11
2025-07-03T01:56:14.549569293Z,11
2025-07-03T01:56:29.573695725Z,11
2025-07-03T01:56:44.596849137Z,11
2025-07-03T01:56:59.622746626Z,11
2025-07-03T01:57:14.650994984Z,11
2025-07-03T01:57:29.67829415Z,11
2025-07-03T01:57:44.701114197Z,11
2025-07-03T01:57:59.729688629Z,11
2025-07-03T01:58:14.74847898Z,11
2025-07-03T01:58:29.776307823Z,11
2025-07-03T01:58:44.802163986Z,11
2025-07-03T01:58:59.830158662Z,11
2025-07-03T01:59:14.849961098Z,11
2025-07-03T01:59:29.878585519Z,11
2025-07-03T01:59:44.898470643Z,11
2025-07-03T01:59:59.92612572Z,11
2025-07-03T02:00:14.945997649Z,11
2025-07-03T02:00:29.978069374Z,11
2025-07-03T02:00:45.013356379Z,11
2025-07-03T02:01:00.022385216Z,11
2025-07-03T02:01:15.050274723Z,11
2025-07-03T02:01:30.082242779Z,11
2025-07-03T02:01:45.100025178Z,11
2025-07-03T02:02:00.126716962Z,11
2025-07-03T02:02:15.153992033Z,11
2025-07-03T02:02:30.178211893Z,11
2025-07-03T02:02:45.201109922Z,11
2025-07-03T02:03:00.228524814Z,11
2025-07-03T02:03:15.252046418Z,11
2025-07-03T02:03:30.280580746Z,11
2025-07-03T02:03:45.304726567Z,11
2025-07-03T02:04:00.328376497Z,11
2025-07-03T02:04:15.354546361Z,11
2025-07-03T02:04:30.384412117Z,11
2025-07-03T02:04:45.402553144Z,11
2025-07-03T02:05:00.434031684Z,11
2025-07-03T02:05:15.456350103Z,11
2025-07-03T02:05:30.482070945Z,11
2025-07-03T02:05:45.51033661Z,11
2025-07-03T02:06:00.531816687Z,11
2025-07-03T02:06:15.561969655Z,11
2025-07-03T02:06:30.586084142Z,11
2025-07-03T02:06:45.615847211Z,11
2025-07-03T02:07:00.642090678Z,11
2025-07-03T02:07:15.661994857Z,11
2025-07-03T02:07:30.69405221Z,11
2025-07-03T02:07:45.717706629Z,11
2025-07-03T02:08:00.74010704Z,11
2025-07-03T02:08:15.768613564Z,11
2025-07-03T02:08:30.793763927Z,11
2025-07-03T02:08:45.821883088Z,11
2025-07-03T02:09:00.84777312Z,11
2025-07-03T02:09:15.877919115Z,11
2025-07-03T02:09:30.896394104Z,11
2025-07-03T02:09:45.928163109Z,11
2025-07-03T02:10:00.951876563Z,11
2025-07-03T02:10:15.975936814Z,11
2025-07-03T02:10:31.004049152Z,11
2025-07-03T02:10:46.029794518Z,11
2025-07-03T02:11:01.059880817Z,11
2025-07-03T02:11:16.09495116Z,11
2025-07-03T02:11:31.110623234Z,11
2025-07-03T02:11:46.135028343Z,11
2025-07-03T02:12:01.16188716Z,11
2025-07-03T02:12:16.187985542Z,11
2025-07-03T02:12:31.214084678Z,11
2025-07-03T02:12:46.244058825Z,11
2025-07-03T02:13:01.261920101Z,11
2025-07-03T02:13:16.286053854Z,11
2025-07-03T02:13:31.310014414Z,11
2025-07-03T02:13:46.339476094Z,11
2025-07-03T02:14:01.384087102Z,11
2025-07-03T02:14:16.385981151Z,11
2025-07-03T02:14:31.414130991Z,11
2025-07-03T02:14:46.441907095Z,11
2025-07-03T02:15:01.466499539Z,11
2025-07-03T02:15:16.487840628Z,10.800000190734863
2025-07-03T02:15:31.519710512Z,10.199999809265137
2025-07-03T02:15:46.542974204Z,10
2025-07-03T02:16:01.57367059Z,10
2025-07-03T02:16:16.595896106Z,10
2025-07-03T02:16:31.630065268Z,10
2025-07-03T02:16:46.650017801Z,9.600000381469727
2025-07-03T02:17:01.678108442Z,9
2025-07-03T02:17:16.700002087Z,9
2025-07-03T02:17:31.726310155Z,9
2025-07-03T02:17:46.753932171Z,9
2025-07-03T02:18:01.7939372Z,9
2025-07-03T02:18:16.816210576Z,9
2025-07-03T02:18:31.851975082Z,9
2025-07-03T02:18:46.876029083Z,9
2025-07-03T02:19:01.900307127Z,9
2025-07-03T02:19:16.933151029Z,9
2025-07-03T02:19:31.963846489Z,9
2025-07-03T02:19:46.994252067Z,9
2025-07-03T02:20:02.023772812Z,9
2025-07-03T02:20:17.04773477Z,9
2025-07-03T02:30:03.614533161Z,11
2025-07-03T02:30:18.638552868Z,11
2025-07-03T02:30:33.671090705Z,11
2025-07-03T02:30:48.719231347Z,11
2025-07-03T02:31:03.714992545Z,11
2025-07-03T02:31:18.738641687Z,11
2025-07-03T02:31:33.762784887Z,11
2025-07-03T02:31:48.794625994Z,11
2025-07-03T02:32:03.819244193Z,11
2025-07-03T02:32:18.839284253Z,11
2025-07-03T02:32:33.863159566Z,11
2025-07-03T02:32:48.888787133Z,11
2025-07-03T02:33:03.91688648Z,11
2025-07-03T02:33:18.944502488Z,11
2025-07-03T02:33:33.964719855Z,11
2025-07-03T02:33:48.994653613Z,11
2025-07-03T02:34:04.012818224Z,11
2025-07-03T02:34:19.038788641Z,11
2025-07-03T02:34:34.070688298Z,11
2025-07-03T02:34:49.092768157Z,11
2025-07-03T02:35:04.117977585Z,11
2025-07-03T02:35:19.141176249Z,11
2025-07-03T02:35:34.164984591Z,11
2025-07-03T02:35:49.188911678Z,11
2025-07-03T02:36:04.214674208Z,11
2025-07-03T02:36:19.244705998Z,11
2025-07-03T02:36:34.2708413Z,11
2025-07-03T02:36:49.290758957Z,11
2025-07-03T02:37:04.316750343Z,11
2025-07-03T02:37:19.344651831Z,11
2025-07-03T02:37:34.366785723Z,11
2025-07-03T02:37:49.394866519Z,11
2025-07-03T02:38:04.420802544Z,11
2025-07-03T02:38:19.446834895Z,11
2025-07-03T02:38:34.470997036Z,11
2025-07-03T02:38:49.49680867Z,11
2025-07-03T02:39:04.520675141Z,11
2025-07-03T02:39:19.553211537Z,11
2025-07-03T02:39:34.568439071Z,11
2025-07-03T02:39:49.597455318Z,11
2025-07-03T02:40:04.622784755Z,11
2025-07-03T02:40:19.649380049Z,11
2025-07-03T02:40:34.678833915Z,11
2025-07-03T02:40:49.696658085Z,11
2025-07-03T02:41:04.715407576Z,11
2025-07-03T02:41:19.72668085Z,11
2025-07-03T02:41:34.736707004Z,11
2025-07-03T02:43:39.334427553Z,11
2025-07-03T02:43:54.354422174Z,11
2025-07-03T02:44:09.379953259Z,11
2025-07-03T02:44:24.405890283Z,11
2025-07-03T02:44:39.426654757Z,11
2025-07-03T02:44:54.45208698Z,11
2025-07-03T02:45:09.477818457Z,11
2025-07-03T02:45:24.496391788Z,11
2025-07-03T02:45:39.523923992Z,11
2025-07-03T02:45:54.550470467Z,11
2025-07-03T02:46:09.573978975Z,11
2025-07-03T02:46:24.592276915Z,11
2025-07-03T02:46:39.62200302Z,10.399999618530273
2025-07-03T02:46:54.646082305Z,10
2025-07-03T02:47:09.668179592Z,10
2025-07-03T17:11:48.618734085Z,0
2025-07-03T17:12:03.600758913Z,0
2025-07-03T17:12:18.612038174Z,0
2025-07-03T17:12:33.632372057Z,0
2025-07-03T17:12:48.63759117Z,0
2025-07-03T17:13:03.666223872Z,0
2025-07-03T17:13:18.672321884Z,0
2025-07-03T17:13:33.700306955Z,0
2025-07-03T17:13:48.704369953Z,0
2025-07-03T17:14:03.722451027Z,9
2025-07-03T17:14:18.730071081Z,9
2025-07-03T17:14:33.759264971Z,9
2025-07-03T17:14:48.778818371Z,9
2025-07-03T17:15:03.814478087Z,9
2025-07-03T17:15:18.828634819Z,9
2025-07-03T17:15:33.860749578Z,9
2025-07-03T17:15:48.910099779Z,9
2025-07-03T17:16:03.928286853Z,9
2025-07-03T17:16:18.932336168Z,9
2025-07-03T17:16:33.966654328Z,9
2025-07-03T17:16:48.994252555Z,9
2025-07-03T17:17:04.018694217Z,9
2025-07-03T17:17:19.043939501Z,9
2025-07-03T17:17:34.063935359Z,9
2025-07-03T17:17:49.090542161Z,9
2025-07-03T17:18:04.112294646Z,9
2025-07-03T17:18:19.136896736Z,9
2025-07-03T17:18:34.158497354Z,9
2025-07-03T17:18:49.194646434Z,9
2025-07-03T17:19:04.21677903Z,9
2025-07-03T17:19:19.240744522Z,9
2025-07-03T17:19:34.268450342Z,9
2025-07-03T17:19:49.294235125Z,9
2025-07-03T17:20:04.318284933Z,9
2025-07-03T17:20:19.332304541Z,9
2025-07-03T17:20:34.367007808Z,9
2025-07-03T17:20:49.383216499Z,9
2025-07-03T17:21:04.412800598Z,9
2025-07-03T17:21:19.436095487Z,9
2025-07-03T17:21:34.465456492Z,9
2025-07-03T17:21:49.484746966Z,9
2025-07-03T17:22:04.517064984Z,9
2025-07-03T17:22:19.536976881Z,9
2025-07-03T17:22:34.557037165Z,9
2025-07-03T17:22:49.587182457Z,9
2025-07-03T17:23:04.608780309Z,9
2025-07-03T17:23:19.63452633Z,9
2025-07-03T17:23:34.656508374Z,9
2025-07-03T17:23:49.68650496Z,9
2025-07-03T17:24:04.706384876Z,9
2025-07-03T17:24:19.725403196Z,9
2025-07-03T17:24:34.763089732Z,9
2025-07-03T17:24:49.77458517Z,9
2025-07-03T17:25:04.820561708Z,9
2025-07-03T17:25:19.828838542Z,9
2025-07-03T17:25:36.130915451Z,9
2025-07-03T17:25:49.880592181Z,9
2025-07-03T17:26:04.934023622Z,9
2025-07-03T17:26:19.924619989Z,9
2025-07-03T17:26:34.934092962Z,9
2025-07-03T17:26:49.96016521Z,9
2025-07-03T17:27:04.97754212Z,9
2025-07-03T17:27:19.996377498Z,9
2025-07-03T17:27:35.002213451Z,9
2025-07-03T17:27:50.053036693Z,9
2025-07-03T17:28:05.02902194Z,9
2025-07-03T17:28:20.044419209Z,9
2025-07-03T17:28:35.052278427Z,9
2025-07-03T17:28:50.080785869Z,9
2025-07-03T17:29:05.115587556Z,9
2025-07-03T17:29:20.098237218Z,9
2025-07-03T17:29:35.112711851Z,9
2025-07-03T17:29:50.146573496Z,9
2025-07-03T17:31:41.338005334Z,9
2025-07-03T17:31:56.374516942Z,9
2025-07-03T17:32:11.392118558Z,9
2025-07-03T17:32:26.418295243Z,9
2025-07-03T17:32:41.442113435Z,9
2025-07-03T17:32:56.462109846Z,9
2025-07-03T17:33:11.476275245Z,9
2025-07-03T17:33:26.506221699Z,9
2025-07-03T17:33:41.524533922Z,9
2025-07-03T17:33:56.556281687Z,9
2025-07-03T17:34:11.578471902Z,9
2025-07-03T17:34:26.608376523Z,9
2025-07-03T17:34:41.632390369Z,9
2025-07-03T17:34:56.652660195Z,9
2025-07-03T17:35:11.672219821Z,9
2025-07-03T17:35:26.686250457Z,8.800000190734863
2025-07-03T17:35:41.72613258Z,8.199999809265137
2025-07-03T21:50:57.88390438Z,9
