time,value
2025-07-03T01:35:26.81687119Z,7.002000331878662
2025-07-03T01:35:41.840375722Z,7
2025-07-03T01:35:56.864092587Z,7
2025-07-03T01:36:11.890340393Z,7
2025-07-03T01:36:26.922168426Z,6.997999668121338
2025-07-03T01:36:41.954502021Z,6.994000434875488
2025-07-03T01:36:56.994114192Z,6.997999668121338
2025-07-03T01:37:11.994746732Z,6.994000434875488
2025-07-03T01:37:27.018272477Z,6.989999294281006
2025-07-03T01:37:42.0401382Z,6.98799991607666
2025-07-03T01:37:57.062524642Z,6.991999626159668
2025-07-03T01:38:12.096815738Z,6.989999294281006
2025-07-03T01:38:27.115960882Z,6.98799991607666
2025-07-03T01:38:42.142257211Z,6.991999626159668
2025-07-03T01:38:57.161637213Z,6.997999668121338
2025-07-03T01:39:12.17983851Z,6.997999668121338
2025-07-03T01:39:27.205410375Z,6.997999668121338
2025-07-03T01:39:42.216148216Z,6.997999668121338
2025-07-03T01:39:57.224117503Z,6.997999668121338
2025-07-03T01:40:12.264337857Z,6.997999668121338
2025-07-03T01:40:27.260007025Z,6.997999668121338
2025-07-03T01:40:42.26997058Z,7.372000217437744
2025-07-03T01:40:57.332104691Z,8.663999557495117
2025-07-03T01:41:12.317936642Z,7.7300004959106445
2025-07-03T01:43:13.221088129Z,6.98799991607666
2025-07-03T01:43:28.249444034Z,6.98799991607666
2025-07-03T01:43:43.270941219Z,6.98799991607666
2025-07-03T01:43:58.307767027Z,6.986000061035156
2025-07-03T01:44:13.325221492Z,6.983999729156494
2025-07-03T01:44:28.351267379Z,6.983999729156494
2025-07-03T01:44:43.373123655Z,6.989999294281006
2025-07-03T01:44:58.402293156Z,6.98799991607666
2025-07-03T01:45:13.423003367Z,6.981999397277832
2025-07-03T01:45:28.449667887Z,6.983999729156494
2025-07-03T01:45:43.474710592Z,6.98199987411499
2025-07-03T01:45:58.504992759Z,6.9800004959106445
2025-07-03T01:46:13.525233009Z,6.98199987411499
2025-07-03T01:46:28.551202266Z,6.983999729156494
